Microcebus_murinus	30608	Microcebus_griseorufus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/445/GCF_000165445.2_Mmur_3.0/GCF_000165445.2_Mmur_3.0_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/750/995/GCA_008750995.1_Mgri_1.0/GCA_008750995.1_Mgri_1.0_genomic.fna.gz	primates	wasted_column	https://www.pnas.org/doi/10.1073/pnas.200121897
Manis_javanica	9974	Manis_crassicaudata	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/570/535/GCF_014570535.1_YNU_ManJav_2.0/GCF_014570535.1_YNU_ManJav_2.0_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/801/295/GCA_016801295.1_DSBC_Mcra_1.0/GCA_016801295.1_DSBC_Mcra_1.0_genomic.fna.gz	laurasiatheria	wasted_column	https://academic.oup.com/jhered/article/109/4/347/4622594?login=false
Mandrillus_leucophaeus	9568	Mandrillus_sphinx	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/951/045/GCF_000951045.1_Mleu.le_1.0/GCF_000951045.1_Mleu.le_1.0_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/802/615/GCA_004802615.1_BGI_mandrill_1.0/GCA_004802615.1_BGI_mandrill_1.0_genomic.fna.gz	primates	wasted_column	https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1001342
Macaca_mulatta	9544	Macaca_fuscata_fuscata	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/339/765/GCF_003339765.1_Mmul_10/GCF_003339765.1_Mmul_10_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/118/495/GCA_003118495.1_macFus_1.0/GCA_003118495.1_macFus_1.0_genomic.fna.gz	primates	wasted_column	https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1001342
Lynx_canadensis	61383	Lynx_pardinus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/474/595/GCF_007474595.2_mLynCan4.pri.v2/GCF_007474595.2_mLynCan4.pri.v2_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/661/375/GCA_900661375.1_LYPA1.0/GCA_900661375.1_LYPA1.0_genomic.fna.gz	carnivora	wasted_column	https://academic.oup.com/mbe/article/21/12/2299/1071053?login=false
Physeter_catodon	9755	Kogia_breviceps	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/837/175/GCF_002837175.2_ASM283717v2/GCF_002837175.2_ASM283717v2_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/363/705/GCA_004363705.1_KogBre_v1_BIUU/GCA_004363705.1_KogBre_v1_BIUU_genomic.fna.gz	cetartiodactyla	wasted_column	https://www.sciencedirect.com/science/article/pii/S1055790312004186
Puma_concolor	9696	Puma_yagouaroundi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/327/715/GCF_003327715.1_PumCon1.0/GCF_003327715.1_PumCon1.0_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/898/765/GCA_014898765.1_PumYag/GCA_014898765.1_PumYag_genomic.fna.gz	carnivora	wasted_column	https://academic.oup.com/mbe/article/21/12/2299/1071053?login=false
Equus_caballus	9796	Equus_przewalskii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/863/925/GCF_002863925.1_EquCab3.0/GCF_002863925.1_EquCab3.0_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/696/695/GCA_000696695.1_Burgud/GCA_000696695.1_Burgud_genomic.fna.gz	laurasiatheria	wasted_column	https://royalsocietypublishing.org/doi/10.1098/rsos.160997
Ceratotherium_simum	9807	Diceros_bicornis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/283/155/GCF_000283155.1_CerSimSim1.0/GCF_000283155.1_CerSimSim1.0_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/826/845/GCA_020826845.1_mDicBic1.mat.cur/GCA_020826845.1_mDicBic1.mat.cur_genomic.fna.gz	laurasiatheria	wasted_column	https://www.sciencedirect.com/science/article/pii/S1055790300909035?via=ihub
Colobus_angolensis_palliatus	54131	Colobus_guereza	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/951/035/GCF_000951035.1_Cang.pa_1.0/GCF_000951035.1_Cang.pa_1.0_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/498/455/GCA_021498455.1_ASM2149845v1/GCA_021498455.1_ASM2149845v1_genomic.fna.gz	primates	wasted_column	https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1001342
