4903	99.4561235632184	99.5925	99.46440000000003	98.77984973753289	saccharomycetes	1406.3994252873563	1164.0	2096	226	2080	.99236641221374045801	7843178	7824664	.99763947726291561915	GCF_001661405.1_Cybja1_cds_from_genomic.fna	GCA_001245095.1_cj1_genomic.fna
4903	99.69398138424836	99.847	99.74833628318588	99.40179874572425	saccharomycetes	1350.6062052505968	1107.0	2096	226	2087	.99570610687022900763	7843178	7233651	.92228571122573018233	GCF_001661405.1_Cybja1_cds_from_genomic.fna	GCA_018344435.1_ASM1834443v1_genomic.fna
4903	99.03974581939818	99.144	99.05672000000004	98.4424906162822	saccharomycetes	1369.0611562350693	1131.0	2096	226	2085	.99475190839694656488	7843178	7716162	.98380554413019824362	GCF_001661405.1_Cybja1_cds_from_genomic.fna	GCA_000328385.1_Cuti_1.0_genomic.fna
4924	99.7820246734397	99.883	99.76212499999998	98.94057632327811	saccharomycetes	1448.0198355104014	1158.0	2069	217	2060	.99565007249879168680	8605825	8818883	1.02475741721450296746	GCF_000209165.1_ASM20916v1_cds_from_genomic.fna	GCA_016859295.1_ASM1685929v1_genomic.fna
4924	99.99392244304416	100.0	99.99286175115209	99.32189263252458	saccharomycetes	1433.6500242365487	1144.0	2069	217	2056	.99371677138714354760	8605825	8857483	1.02924275127602525033	GCF_000209165.1_ASM20916v1_cds_from_genomic.fna	GCA_006942115.1_ASM694211v1_genomic.fna
4927	98.44568972746326	98.622	98.31289855072464	97.96947777065986	saccharomycetes	1387.8595387840671	1152.0	2086	231	1899	.91035474592521572387	8372552	7777320	.92890674193483659462	GCF_001661255.1_Wican1_cds_from_genomic.fna	GCA_009707815.1_ASM970781v1_genomic.fna
4927					saccharomycetes			2086	231	0	0	8372552	0	0	GCF_001661255.1_Wican1_cds_from_genomic.fna	GCA_017654905.1_ASM1765490v1_genomic.fna
4927	99.75654889741132	100.0	99.75787878787877	99.39694319784593	saccharomycetes	1394.4482262703739	1153.5	2086	231	2077	.99568552253116011505	8372552	8250467	.98541842439437820153	GCF_001661255.1_Wican1_cds_from_genomic.fna	GCA_018344375.1_ASM1834437v1_genomic.fna
4927	98.40075922330087	98.49549999999999	98.23829257641918	97.56425732714699	saccharomycetes	1361.838349514563	1138.0	2086	231	2051	.98322147651006711409	8372552	8248010	.98512496548244788446	GCF_001661255.1_Wican1_cds_from_genomic.fna	GCA_019321675.1_ASM1932167v1_genomic.fna
4927	98.44841035634731	98.565	98.26937373737371	97.6885456418177	saccharomycetes	1350.8897550111358	1134.0	2086	231	1789	.85762224352828379674	8372552	7113615	.84963521277622402345	GCF_001661255.1_Wican1_cds_from_genomic.fna	GCA_019321765.1_ASM1932176v1_genomic.fna
